GameTitle,Profit,GenreRank
"Shaun Palmer's Pro Snowboarder",0.73,439
"Madden NFL 2003",0.7200000000000001,444
"Major League Baseball 2K7",0.7200000000000001,444
"FIFA Soccer 11",0.72,446
SSX,0.72,446
"NBA Live 08",0.72,446
"Tiger Woods PGA Tour 07",0.72,446
Skate,0.72,446
"MLB 09: The Show",0.7100000000000001,451
"MLB 13: The Show",0.7100000000000001,451
"Top Spin 4",0.7100000000000001,451
"MLB 10: The Show",0.7100000000000001,451
"2014 FIFA World Cup Brazil",0.7100000000000001,451
"London 2012: The Official Video Game of the Olympic Games",0.7100000000000001,451
"NCAA Football 98",0.7100000000000001,451
"Madden NFL 08",0.71,458
"Madden NFL 09",0.71,458
"NBA Live 09",0.71,458
"Madden NFL 2005",0.7000000000000001,461
"Tony Hawk's Underground",0.7000000000000001,461
"NCAA Football 08",0.7000000000000001,461
"NCAA Football 09",0.7000000000000001,461
"NHL 12",0.7000000000000001,461
"NCAA Football 2001",0.7000000000000001,461
"WWE 2K15",0.7,467
"Football Manager 2014",0.7,467
MotionSports,0.7,467
"MLB 08: The Show",0.6900000000000001,470
"NFL Xtreme",0.6900000000000001,470
"J-League Soccer: Prime Goal",0.69,472
"NBA Street Vol. 2",0.68,473
"NCAA Football 2005",0.68,473
"Hot Shots Golf: Open Tee 2",0.68,473
"FIFA Soccer 06",0.6799999999999999,476
"The Biggest Loser: Challenge",0.67,477
"Summer Sports: Paradise Island (Others sales)",0.67,477
"NHL 13",0.67,477
"NHL 10",0.6699999999999999,480
"NFL Street",0.66,481
"Street Sk8er",0.66,481
"Virtua Tennis: World Tour (US & Others sales)",0.66,481
"Shaun White Snowboarding",0.66,481
"Tony Hawk's Proving Ground",0.66,481
"Tiger Woods PGA Tour 2000",0.66,481
"Jikkyou World Soccer 2000 Final Edition",0.66,481
"Tiger Woods PGA Tour 09",0.66,481
"Madden NFL 10",0.6599999999999999,489
"NBA 2K17",0.6500000000000001,490
"Tiger Woods PGA Tour 10",0.6500000000000001,490
"NHL 13",0.65,492
"MLB 2004",0.65,492
"NCAA March Madness 2003",0.65,492
"Animaniacs Ten Pin Alley",0.65,492
"Tiger Woods PGA Tour 09",0.6499999999999999,496
"MLB 14: The Show",0.6499999999999999,496
"FIFA Soccer 2003",0.6400000000000001,498
"NBA Live 08",0.6400000000000001,498
"Madden NFL 2001",0.64,500
"Tony Hawk's Project 8",0.64,500
"NBA Live 06",0.64,500
"Tony Hawk's American Wasteland",0.6300000000000001,503
"Madden NFL 07",0.63,504
"NHL 2001",0.63,504
"Pro Evolution Soccer 2015",0.63,504
"Tony Hawk's Pro Skater 2x",0.63,504
"Cabela's Big Game Hunter (2008)",0.63,504
"FIFA Soccer 2002",0.63,504
"NBA ShootOut '97",0.63,504
"Tiger Woods PGA Tour 12: The Masters",0.6200000000000001,511
"Tiger Woods PGA Tour 2004",0.62,512
"FIFA Soccer",0.62,512
"Strike Force Bowling",0.62,512
"Bass Landing",0.62,512
"NBA 2K9",0.6100000000000001,516
"Tony Hawk: RIDE",0.6100000000000001,516
"NFL Fever 2003",0.6100000000000001,516
"Major League Baseball 2K8",0.6100000000000001,516
"Major League Baseball 2K9",0.6100000000000001,516
"Hot Shots Golf: World Invitational",0.6100000000000001,516
"Madden NFL 2003",0.61,522
"Madden NFL 2002",0.61,522
"Tony Hawk: RIDE",0.61,522
"NFL Quarterback Club 99",0.61,522
"NHL 16",0.61,522
"Cabela's Monster Buck Hunter",0.61,522
"pro evolution soccer 2011",0.6000000000000001,528
"Beijing 2008",0.6000000000000001,528
"NHL 11",0.6000000000000001,528
"London 2012: The Official Video Game of the Olympic Games",0.6000000000000001,528
"Jikkyou Powerful Pro Yakyuu '97 Kaimakuban",0.6000000000000001,528
"2002 FIFA World Cup",0.6000000000000001,528
"Dead or Alive Xtreme Beach Volleyball",0.6000000000000001,528
"Skate it",0.6000000000000001,528
"Tony Hawk's Underground",0.6,536
"NBA 2K8",0.6,536
"Major League Baseball 2K7",0.6,536
"Madden NFL 2000",0.6,536
"International Superstar Soccer 64",0.6,536
"Tony Hawk's Pro Skater 4",0.5900000000000001,541
"MVP Baseball 2004",0.5900000000000001,541
"NHL 12",0.5900000000000001,541
CyberTiger,0.5900000000000001,541
"NFL Blitz 2001",0.5900000000000001,541
"Jikkyou Powerful Pro Yakyuu '98 Kaimakuban",0.5900000000000001,541
"Cabela's Dangerous Hunts 2011",0.5900000000000001,541
"Ready 2 Rumble Boxing",0.59,548
"Kirby's Dream Course",0.59,548
"FIFA Soccer 10",0.5800000000000001,550
"WWE 2K16",0.5800000000000001,550
"NCAA Football 09",0.5800000000000001,550
"Madden NFL 06",0.5800000000000001,550
"Backyard NBA Basketball",0.5800000000000001,550
"Kinect Sports Rivals",0.5800000000000001,550
"Sammy Sosa High Heat Baseball 2001",0.5800000000000001,550
"World Cup 98",0.5800000000000001,550
"International Superstar Soccer '98",0.5800000000000001,550
"MLB 11: The Show",0.5800000000000001,550
"Rapala: We Fish",0.5800000000000001,550
"Madden NFL 2002",0.5800000000000001,550
"Zumba Fitness",0.58,562
"NHL 15",0.58,562
"NHL 06",0.58,562
"Madden NFL 06",0.5700000000000001,565
"NCAA Football 10",0.5700000000000001,565
"NBA 2K7",0.5700000000000001,565
"NHL 10",0.5700000000000001,565
"FIFA: Road to  World Cup 98",0.5700000000000001,565
"NFL Blitz 2000",0.5700000000000001,565
"Jillian Michaels Fitness Ultimatum 2010",0.5700000000000001,565
"Arena Football",0.5700000000000001,565
"NHL Hitz 20-02",0.5700000000000001,565
"NCAA March Madness 07",0.5700000000000001,565
"Tony Hawk's Pro Skater 4",0.57,575
"WWE 2K16",0.57,575
"FIFA World Cup Germany 2006",0.57,575
"Major League Baseball 2K5",0.56,578
"Tony Hawk's Project 8",0.56,578
"NBA 2K8",0.56,578
"Tiger Woods PGA Tour 11",0.56,578
"NHL 14",0.56,578
"Cabela's Big Game Hunter 2005 Adventures",0.56,578
"Backyard NFL Football",0.56,578
"Tony Hawk: Shred",0.56,578
"NBA Showtime: NBA on NBC",0.56,578
"The Activision Decathlon",0.56,578
"NBA Hangtime",0.5599999999999999,588
"FIFA Soccer 07",0.55,589
"NCAA Football 07",0.55,589
"WWE 2K15",0.55,589
"Tiger Woods PGA Tour 08",0.55,589
"Tony Hawk's Proving Ground",0.55,589
"All-Star Baseball 2002",0.55,589
"ESPN NFL Football",0.55,589
"Rapala Tournament Fishing!",0.55,589
"Derby Stallion 04",0.55,589
"Barbie Horse Adventures: Riding Camp",0.55,589
"Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!",0.55,589
"Summer Sports: Paradise Island",0.55,589
"NBA Live 10",0.55,589
"Tiger Woods PGA Tour 13",0.5499999999999999,602
"FIFA 12",0.54,603
"Madden NFL 13",0.54,603
"SSX Tricky",0.54,603
"NHL 14",0.54,603
"Tony Hawk's Pro Skater 3",0.54,603
"Gekikuukan Pro Yakyuu: At the End of the Century 1999",0.54,603
"World Soccer Winning Eleven 7 International (JP version)",0.54,603
"ESPN NBA Basketball",0.54,603
"Mat Hoffman's Pro BMX",0.54,603
"NCAA March Madness 06",0.54,603
"Tiger Woods PGA Tour 11",0.53,613
"FIFA 99",0.53,613
"NBA Street Vol. 2",0.53,613
"NCAA March Madness 2005",0.53,613
"MLB SlugFest 20-04",0.53,613
"Blitz: The League",0.53,613
"Virtual Soccer",0.53,613
"Winning Post",0.53,613
"NBA 06",0.53,613
"J-League Soccer: Prime Goal 2",0.53,613
"Mario Tennis: Power Tour",0.53,613
"Madden NFL 07",0.52,624
"NCAA Football 2003",0.52,624
"NBA Live 09",0.52,624
"Tony Hawk's Pro Skater 3",0.52,624
"Wayne Gretzky's 3D Hockey",0.52,624
"Swing Away Golf",0.52,624
"J-League Pro Soccer Club o Tsukurou! 3",0.52,624
"SSX On Tour",0.52,624
"Fishing Derby",0.52,624
"NBA Live 2002",0.51,633
"NFL 2K3",0.51,633
"NBA Live 07",0.51,633
"Madden NFL 2004",0.51,633
"NBA Live 08",0.51,633
"Tiger Woods PGA Tour 13",0.51,633
"International Track & Field",0.51,633
"Jikkyou Powerful Pro Yakyuu 10",0.51,633
"Sega Bass Fishing",0.51,633
"International Superstar Soccer 2000 (All region sales)",0.51,633
"Major League Baseball 2K10",0.51,633
"NHL 07",0.51,633
"FIFA 14",0.5,645
"Madden NFL 07",0.5,645
"Madden NFL 11",0.5,645
"Pro Evolution Soccer 2010",0.5,645
"NBA Live 2004",0.5,645
"NBA Ballers",0.5,645
"WWE 2K16",0.5,645
"Tony Hawk's Project 8",0.5,645
"Tiger Woods PGA Tour 07",0.5,645
"Virtual Pool",0.5,645
"The BIGS",0.5,645
"NHL FaceOff 98",0.5,645
"NHL 09",0.5,645
"NBA Street Homecourt",0.5,645
"Bases Loaded '96: Double Header",0.5,645
"Major League Baseball 2K12",0.5,645
"Super Famista 5",0.5,645
"RealSports Tennis",0.5,645
"Ice Hockey",0.5,645
"Mario Golf: World Tour",0.4900000000000001,664
"NCAA Football 09",0.49000000000000005,665
"FIFA Soccer 09",0.49,666
"Tony Hawk's Underground 2",0.49,666
"Tony Hawk's Underground 2",0.49,666
"NFL Street 2",0.49,666
"FIFA Soccer 64",0.49,666
"J-League Pro Soccer Club wo Tsukurou! 2",0.49,666
